"","p_val","log2FoldChange","pct.1","pct.2","padj"
"S100A4",4.39093041640351e-105,1.58134177821166,0.938,0.643,6.02172197305577e-101
"B2M",3.81518567572933e-52,0.703143785113822,1,1,5.2321456356952e-48
"ANXA1",6.50316516429812e-40,0.922565008598414,0.795,0.433,8.91844070631844e-36
"VIM",8.949768717507e-39,0.888820368261743,0.934,0.788,1.22737128191891e-34
"S100A11",3.87465025631024e-34,0.746534386531344,0.614,0.229,5.31369536150386e-30
"ACTB",1.37725897514199e-31,0.774229805683681,0.998,0.981,1.88877295850972e-27
"S100A10",6.77680998732815e-31,0.832794179555176,0.795,0.468,9.29371721662182e-27
"RPL32",7.41705275334753e-31,0.00332261148886737,1,0.998,1.01717461459408e-26
"IL32",3.25186793950657e-30,0.862939104773575,0.931,0.739,4.45961169223931e-26
"CLIC1",7.92890190935307e-30,0.705088005354449,0.658,0.283,1.08736960784868e-25
"EMP3",6.60674021504642e-29,0.709958515626524,0.835,0.575,9.06048353091466e-25
"TMSB4X",1.79290847456917e-28,0.617190158778301,1,1,2.45879468202416e-24
"HLA-A",1.66202556426993e-27,0.692804350921118,0.997,0.971,2.27930185883978e-23
"HLA-C",4.0410182914839e-27,0.663560900602381,0.997,0.978,5.54185248494102e-23
"LTB",1.01203115635595e-26,0.952656642821013,0.98,0.877,1.38789952782655e-22
"SH3BGRL3",1.7704530305771e-25,0.798102639974294,0.919,0.705,2.42799928613343e-21
"RPL13",1.39511726758953e-24,0.0437187399159891,1,1,1.91326382077228e-20
"GAPDH",7.758032263945e-24,0.729247433168896,0.914,0.749,1.06393654467742e-19
"CD52",7.81723980019664e-21,0.668095687563318,0.98,0.887,1.07205626619897e-16
"ACTG1",9.01052239183513e-21,0.738647123139986,0.926,0.802,1.23570304081627e-16
"MYL6",7.74819479130035e-19,0.603249077027071,0.909,0.725,1.06258743367893e-14
"KLF6",2.38137514603329e-18,0.686706530564772,0.783,0.447,3.26581787527005e-14
"ARPC1B",4.90759643559969e-18,0.617960908820749,0.769,0.567,6.73027775178142e-14
"GSTK1",8.12418864443848e-18,0.575315703207721,0.736,0.505,1.11415123069829e-13
"PFN1",2.10624124428351e-17,0.605403386187569,0.987,0.903,2.8884992424104e-13
"LGALS1",2.38330037008202e-17,0.704037209800126,0.414,0.145,3.26845812753048e-13
"RPS27",2.59934791513543e-17,0.0675488144672078,1,0.998,3.56474573081673e-13
"RPS6",2.84620565659528e-17,0.0407087949087197,1,0.997,3.90328643745476e-13
"RPL21",3.09374169768191e-16,0.0160514959502027,1,0.988,4.24275736420097e-12
"RPL31",6.92281821029214e-16,0.0116966152661049,0.997,0.998,9.49395289359465e-12
"CALM1",1.30680874383022e-15,0.578779264143838,0.833,0.657,1.79215751128876e-11
"COTL1",3.80554036917302e-15,0.529425991920267,0.712,0.439,5.21891806228389e-11
"S100A6",4.09806026224558e-15,0.61991354686168,0.869,0.684,5.62007984364359e-11
"RPL9",4.40831115678214e-15,0.00409920985538648,0.998,0.995,6.04555792041102e-11
"RPS12",6.61051127845087e-15,0.0817295953952284,1,1,9.06565516726753e-11
"UBC",1.90902724827826e-14,0.574688908776596,0.928,0.797,2.61803996828881e-10
"CFL1",2.23395869380628e-14,0.562764736565827,0.96,0.884,3.06365095268593e-10
"ISG15",2.99424530942846e-14,0.672659326000696,0.426,0.266,4.10630801735019e-10
"ANXA2",7.10074803461768e-14,0.532978756650261,0.448,0.133,9.73796585467468e-10
"RPLP2",1.13121185422803e-13,0.0720271381033326,1,0.998,1.55134393688832e-09
"MYL12A",9.95806560188468e-13,0.534701053092871,0.975,0.891,1.36564911664246e-08
"CD2",1.19330450374014e-12,0.548648870053314,0.613,0.411,1.63649779642923e-08
"ARPC2",1.50065901141779e-12,0.530831382030197,0.855,0.645,2.05800376825836e-08
"MYL12B",4.32681934465382e-12,0.501088933456573,0.816,0.645,5.93380004925825e-08
"FTH1",1.23120354037223e-11,0.52794652747634,0.993,0.976,1.68847253526648e-07
"RPS14",1.30946388837453e-11,0.0837714962361131,1,0.998,1.79579877651682e-07
"ZFP36",3.86553622893615e-11,0.570825946043707,0.776,0.606,5.30119638436304e-07
"LDHA",1.99765223038834e-10,0.426918280551207,0.611,0.391,2.73958026875457e-06
"RPS16",2.4659086120137e-10,0.0466152078324478,1,0.993,3.38174707051559e-06
"CYBA",2.54719781403195e-10,0.466194545935178,0.823,0.637,3.49322708216342e-06
"CRIP1",4.71640809417137e-10,0.439040074176,0.5,0.259,6.46808206034661e-06
"FXYD5",7.85269376764061e-10,0.512442299206616,0.886,0.732,1.07691842329423e-05
"RPS25",1.21701803674882e-09,0.0938493061306498,1,0.997,1.66901853559733e-05
"PSMB9",1.25798211982285e-09,0.433856324628182,0.613,0.408,1.72519667912506e-05
"RPL35A",1.35624992363943e-09,0.0683505329252228,0.998,0.997,1.85996114527911e-05
"PLP2",2.16127197134995e-09,0.440030664389645,0.519,0.268,2.96396838150932e-05
"ARF1",4.15479363951391e-09,0.432673850854575,0.505,0.311,5.69788399722938e-05
"RPS28",4.84209132017784e-09,0.0718173422182597,0.992,0.988,6.6404440364919e-05
"LY6E",5.98615338399105e-09,0.475118569691366,0.695,0.514,8.20941075080533e-05
"CD99",7.76795003663e-09,0.432030965715848,0.628,0.357,0.000106529666802344
"PSMB8",8.05504064302921e-09,0.462042849839315,0.444,0.299,0.000110466827378503
"IER2",1.9908126518679e-08,0.520141621774922,0.729,0.541,0.000273020047077164
"SRGN",2.10695962764297e-08,0.433710719690577,0.599,0.321,0.000288948443334956
"NACA",2.54137512277802e-08,0.00680052578190526,0.995,0.969,0.000348524184337777
"RPS5",3.13932539937582e-08,0.0328248490630796,1,0.981,0.0004305270852704
"ALOX5AP",3.28911741749012e-08,0.468983902635903,0.379,0.116,0.000451069562634596
"EIF4A1",3.76489077125535e-08,0.403445944008906,0.736,0.546,0.000516317120369958
"RPL3",3.76710091768497e-08,0.117579259136029,1,0.995,0.000516620219851316
"FOS",4.45243946992366e-08,0.535536389552238,0.97,0.923,0.00061060754890533
"HSP90AA1",6.62756789133432e-08,0.409902303535606,0.645,0.457,0.000908904660617588
"RNASET2",1.58549669792e-07,0.383279935930021,0.589,0.381,0.00217435017152749
"YWHAQ",1.83759276698365e-07,0.396488005873395,0.434,0.179,0.00252007472064138
"IL7R",1.86073649479353e-07,0.493433328337905,0.749,0.565,0.00255181402895984
"YBX1",1.97161588369039e-07,0.41551474775424,0.857,0.727,0.002703874022893
"RPS4X",1.98651079136377e-07,0.104337012559391,1,0.995,0.00272430089927628
"ISG20",2.00464918974742e-07,0.391717233794726,0.616,0.468,0.00274917589881961
"TMSB10",2.12224332571377e-07,0.422880541864075,1,1,0.00291044449688386
"CALM2",2.14142678783241e-07,0.367174124136943,0.606,0.384,0.00293675269683337
"JUN",2.53853797472813e-07,0.538052856986166,0.896,0.749,0.00348135097854215
"RPS15",2.56001551424897e-07,0.114456706541616,0.998,0.998,0.00351080527624104
"HNRNPF",3.08107904382488e-07,0.371739531549506,0.508,0.321,0.00422539180070144
"DUSP1",3.38305175088437e-07,0.49271301102375,0.929,0.85,0.00463951717116283
"UBB",4.04538863048847e-07,0.447202573677413,0.864,0.695,0.00554784596785188
"RPS24",4.36989269493261e-07,0.0261205489485081,0.97,0.962,0.00599287084183058
"RPL5",4.80073650363334e-07,0.0712325007813139,1,0.981,0.00658373004108276
"RPS9",5.64909215575181e-07,0.0563028646506569,0.997,0.993,0.00774716498239803
"RPS19",8.07836769990608e-07,0.134516877406135,1,0.995,0.0110786734636512
"PPIB",9.83706480491394e-07,0.397918408828655,0.532,0.379,0.013490550673459
"RPL13A",1.03603812842543e-06,0.170088507132112,1,1,0.0142082268932263
"ATP6V0E1",1.05345292994446e-06,0.372242926662609,0.63,0.428,0.0144470534812583
"TPI1",1.09037192405517e-06,0.361778303657629,0.517,0.323,0.0149533605664926
"AQP3",1.44749332805114e-06,0.408737132309248,0.404,0.218,0.0198509235008933
"ARPC3",1.85392598726503e-06,0.386779033930509,0.83,0.64,0.0254247409893527
"RPS27A",1.95643352950538e-06,0.0841499404762942,0.998,0.995,0.0268305294236367
"GMFG",2.30142054351945e-06,0.394882385125027,0.798,0.609,0.0315616813338257
"RPL22",2.64642067917396e-06,0.013754789114006,0.912,0.886,0.0362930131941917
"PKM",3.00894384787814e-06,0.347255579846222,0.508,0.326,0.0412646559298008
"RAN",3.28865786496527e-06,0.37311937216065,0.601,0.44,0.0451006539601337
"NEAT1",4.73582698886657e-06,0.379770332194451,0.663,0.507,0.0649471313253161
"GIMAP4",5.01440965834642e-06,0.427803959617655,0.618,0.471,0.0687676140545629
"SAT1",5.87302416331557e-06,0.373537401737896,0.527,0.341,0.0805426533757097
"TNFAIP8",6.96018246481906e-06,0.371034373637027,0.424,0.235,0.0954519423225286
"RPS20",7.00178874108336e-06,0.0713366803068447,0.997,0.98,0.0960225307952172
"MT-CO3",7.74250869747099e-06,0.0688490096384702,0.976,0.973,0.106180764277117
"TAGLN2",7.96701780247903e-06,0.367932772943399,0.561,0.363,0.109259682143197
"OAZ1",9.46194183200034e-06,0.395475232900326,0.919,0.802,0.129761070284053
"PPDPF",9.84657524829796e-06,0.375496940775403,0.88,0.746,0.135035932955158
"RPL30",1.11262180849412e-05,0.123464598883895,1,0.997,0.152584954816884
"NPM1",1.30165053810347e-05,0.0328856880186446,0.936,0.898,0.17850835479551
"ARPC5",1.87638863982517e-05,0.34972163773471,0.54,0.422,0.257327938065624
"ARHGDIB",1.92414795477938e-05,0.399003782841569,0.963,0.903,0.263877650518444
"RPS3",1.98420313237449e-05,0.151254203574233,1,0.997,0.272113617573838
"HLA-B",1.99036070716844e-05,0.420924069511993,0.973,0.915,0.27295806738108
"HLA-E",2.25857926844764e-05,0.405532586335513,0.953,0.852,0.309741560874909
"CD74",2.54286501504693e-05,0.37618869984974,0.803,0.664,0.348728508163536
"RPL27A",2.72620988260847e-05,0.151382681083909,0.998,1,0.373872423300925
"RPL11",2.76639462651749e-05,0.161954665260095,1,1,0.379383359080609
"TRADD",2.96469757667555e-05,0.394948605757815,0.359,0.128,0.406578625665284
"PSME2",2.97046179010165e-05,0.349521893887047,0.582,0.422,0.40736912989454
"ITM2B",3.76083888417403e-05,0.372459552456807,0.899,0.809,0.515761444575626
"RPS15A",3.91889580982721e-05,0.147290154111482,0.998,0.997,0.537437371359704
"TIMP1",4.19497284512665e-05,0.386509451642777,0.348,0.138,0.575298575980669
"IFITM2",4.21639686361229e-05,0.386473785510738,0.785,0.57,0.578236665875789
"TSPO",4.75646924419172e-05,0.312479906273042,0.476,0.292,0.652302192148452
"PPP2R5C",5.18734299228607e-05,0.346665927531582,0.384,0.22,0.711392217962112
"GTF3A",5.84959949801892e-05,0.325104269136459,0.635,0.48,0.802214075158314
"NFKBIA",6.5657888075421e-05,0.367754475341876,0.465,0.302,0.900432277066323
"ANXA6",6.64992357479859e-05,0.344333819570944,0.397,0.2,0.911970519047878
"RPL23",6.89720210506198e-05,0.030657089109217,0.914,0.887,0.9458822966882
"PDIA3",7.7518478840168e-05,0.331278520424083,0.402,0.227,1
"IFITM1",8.23807915863122e-05,0.339652197806724,0.673,0.527,1
"CORO1B",9.08715148149843e-05,0.431524308784832,0.29,0.121,1
"MT-ND4",9.2135504632519e-05,0.0647270732881511,0.973,0.968,1
"ARHGAP15",0.000103771400583132,0.304897824968271,0.463,0.299,1
"PPP1CA",0.000105808229005363,0.298296164199798,0.549,0.367,1
"RPS11",0.000140929439930005,0.0691559500876138,0.965,0.957,1
"IFI6",0.000153331411817246,0.358811832920969,0.355,0.235,1
"PCBP1",0.000167878315674358,0.329664873588634,0.497,0.381,1
"RPL18",0.000176526305779276,0.122358174995878,0.998,0.993,1
"ACTR3",0.000215974875167113,0.310978958813553,0.458,0.338,1
"CORO1A",0.00023139494988651,0.353912747857749,0.855,0.741,1
"JTB",0.000254782563155647,0.306264527712268,0.476,0.319,1
"RPL10A",0.000268238143542677,0.123627684342626,1,0.986,1
"RPS4Y1",0.000327165011688062,0.0493474431416336,0.951,0.918,1
"RAC2",0.000374149807918241,0.348109001121147,0.758,0.582,1
"IL2RG",0.000458617337106108,0.290728658310595,0.625,0.449,1
"ANXA5",0.000503507973105729,0.356972159159315,0.322,0.142,1
"SKP1",0.000507843762068366,0.295639965320531,0.599,0.447,1
"SPOCK2",0.00052774270419043,0.290229521054118,0.421,0.254,1
"RPL24",0.000551331612522873,0.109560886303346,0.983,0.98,1
"PSMC5",0.00061222206891302,0.310760269251077,0.391,0.242,1
"HNRNPA2B1",0.000663007267443658,0.316064373765356,0.704,0.599,1
"RPL18A",0.000682910638251544,0.16375462574485,1,0.997,1
"NHP2L1",0.000683458151985119,0.299534237725682,0.466,0.323,1
"RPL15",0.000693277486576847,0.15402876851071,0.998,0.995,1
"RPL12",0.000716549735998089,0.161508118777105,0.998,1,1
"ATP5E",0.000719863966436962,0.331968256206422,0.79,0.691,1
"GLTSCR2",0.000728722790471323,0.0579920147638102,0.926,0.899,1
"EID1",0.000739285828163521,0.297605576588754,0.502,0.334,1
"PTPRCAP",0.000822665386126354,0.345570327074012,0.833,0.727,1
"RPL4",0.00101080049940549,0.125313393756255,0.99,0.978,1
"SERF2",0.00117346036367326,0.334450243370645,0.875,0.771,1
"CD53",0.00122119619208377,0.286327618417073,0.62,0.473,1
"H3F3B",0.0013145690781921,0.390197598297414,0.988,0.928,1
"YWHAB",0.0014505776904211,0.323669341717067,0.564,0.404,1
"NDUFB11",0.00151635060405456,0.278542952280003,0.448,0.307,1
"SRSF3",0.00151722615554818,0.284923707099432,0.539,0.416,1
"DOK2",0.00155451034498883,0.376903126863904,0.293,0.094,1
"DHRS7",0.00166648102560662,0.29402996934078,0.382,0.208,1
"TSC22D3",0.00169714728484757,0.374024539758019,0.845,0.765,1
"CAPZB",0.0017931421201743,0.306056676833299,0.614,0.469,1
"EEF1B2",0.00183644667496831,0.081541919447147,0.955,0.927,1
"GIMAP7",0.00192094655681984,0.346793294569274,0.771,0.597,1
"CIB1",0.00227606719261398,0.261143165782332,0.522,0.369,1
"GPSM3",0.0023091228921912,0.298275803974265,0.741,0.637,1
"SUB1",0.00245437514592819,0.281987375060328,0.394,0.234,1
"TMEM59",0.00253348297041299,0.273112673251346,0.456,0.329,1
"ATP5G2",0.00260312121248871,0.329052943937642,0.857,0.768,1
"ICAM3",0.00277259854402131,0.269017168881669,0.473,0.343,1
"ARL6IP5",0.0028004151216939,0.300876210368358,0.611,0.362,1
"COX5B",0.00288845058491896,0.263757374473179,0.532,0.391,1
"MT-ATP6",0.00291708968619469,0.0141021453311605,0.714,0.72,1
"HINT1",0.00308386230687908,0.331051708327418,0.828,0.72,1
"RPL10",0.00314832114621608,0.212666739256274,1,1,1
"EIF1",0.00316520964168957,0.340540190680675,0.998,0.969,1
"EEF1D",0.0031724887570444,0.0953932639164541,0.985,0.954,1
"CHCHD2",0.00336166453927745,0.287962763381871,0.761,0.619,1
"PPIA",0.00349364766025052,0.295576662846205,0.805,0.671,1
"RPL19",0.00363363965026555,0.165230238814774,1,0.998,1
"PSAP",0.0036754457080863,0.27616075816145,0.418,0.28,1
"IFI44L",0.0039503790404493,0.305195832298817,0.303,0.174,1
"RPL38",0.00398661473342175,0.11205670111956,0.96,0.952,1
"FAU",0.00407526576760398,0.141773760400385,0.995,0.98,1
"GABARAPL2",0.0042138841099528,0.2670756656564,0.419,0.278,1
"VAMP8",0.00499209358280929,0.280382068468386,0.572,0.384,1
"MT-CO2",0.00511666418891201,0.0670219669752057,0.909,0.882,1
"EVL",0.00546517197806406,0.286799571119376,0.742,0.608,1
"COX7C",0.00605054051840909,0.0490621306447081,0.783,0.739,1
"PRDX1",0.00679775806098206,0.264297787675325,0.384,0.183,1
"ENO1",0.0070683686088186,0.268822939923713,0.609,0.449,1
"ATP5F1",0.00757451241704143,0.264560526340066,0.424,0.282,1
"COX5A",0.00764788305707936,0.282466271071139,0.35,0.213,1
"ALDOA",0.00800234635798106,0.285006988914199,0.773,0.608,1
"HSP90AB1",0.00818494657809614,0.0104381444111643,0.535,0.495,1
"KRTCAP2",0.00820568274382585,0.252517279058283,0.392,0.232,1
"NEDD8",0.00830692650772569,0.245603151719973,0.559,0.408,1
"ARHGDIA",0.00846855668955645,0.279626904213806,0.355,0.171,1
"RPS29",0.00863004097233965,0.152381722334359,0.99,0.983,1
"HMGB1",0.00924175109373196,0.269944350816467,0.724,0.587,1
"CD69",0.00945767748667466,0.289815614568332,0.535,0.433,1
"SRSF5",0.0099533224815,0.0398783123862576,0.811,0.77,1
"SH3BGRL",0.00996763730703968,0.247038754475468,0.414,0.307,1
"GNB2",0.0103144815113791,0.319747906737081,0.288,0.123,1
"ST13",0.0104378547903521,0.00363734977726504,0.49,0.468,1
"OPTN",0.0116009616469735,0.325002024951874,0.29,0.099,1
"GIMAP1",0.0116965207415389,0.00487696920734704,0.37,0.363,1
"MT-ND2",0.0118135082799849,0.105721642317613,0.919,0.915,1
"NOSIP",0.011879233692514,0.0302455939165718,0.66,0.626,1
"RPL37",0.012062382942829,0.156577392503055,0.99,0.976,1
"MT-CYB",0.0123703302923753,0.110629227386457,0.944,0.94,1
"TRAT1",0.0128157033092241,0.246653386699956,0.401,0.229,1
"RPS18",0.0129555158796394,0.212005953410745,0.998,1,1
"CHMP4A",0.0132158956789137,0.275680720365611,0.357,0.232,1
"TERF2IP",0.0136878010971709,0.296728720981749,0.311,0.201,1
"MT2A",0.0141756281984394,0.283966917683335,0.274,0.201,1
"TXNIP",0.0149783876312165,0.298492819361638,0.833,0.746,1
"RAC1",0.0154658753570512,0.283000503641913,0.347,0.222,1
"CSNK2B",0.0157366268563479,0.272041291652047,0.316,0.246,1
"UBL5",0.015922009015747,0.231771848508317,0.488,0.348,1
"COX7A2",0.0159947875565795,0.241174853872902,0.461,0.331,1
"GUK1",0.0161247634300018,0.231245837122017,0.52,0.369,1
"RAP1B",0.0169599361291803,0.0057340282372379,0.364,0.314,1
"RPS8",0.0169616887048286,0.185726039475352,0.998,0.995,1
"RPS10",0.0171087784583726,0.173372351092952,1,0.974,1
"SYF2",0.0176705817320564,0.00326050400642885,0.392,0.326,1
"BRK1",0.0178349496983588,0.246126592901254,0.535,0.403,1
"MCL1",0.0180650654685207,0.238359216061623,0.463,0.316,1
"VAMP2",0.0187806741240434,0.0220168373728813,0.542,0.498,1
"PRELID1",0.0191019376359462,0.236821574312044,0.396,0.249,1
"ACAP1",0.0201052485677394,0.0147005581380271,0.485,0.386,1
"TRMT112",0.0202957849866217,0.234084560961297,0.461,0.353,1
"TUBA4A",0.0218264224625565,0.24089819579145,0.36,0.234,1
"RPL34",0.0220666328784845,0.109980222707759,0.929,0.928,1
"TXN",0.0220742962329025,0.27541503195803,0.323,0.126,1
"PSME1",0.0223311244650455,0.306778707320317,0.798,0.659,1
"UCP2",0.0225872585377722,0.251278421826905,0.572,0.454,1
"SIVA1",0.0230941170911886,0.267691019564336,0.306,0.179,1
"ZFP36L2",0.0241189209785023,0.315724211363864,0.808,0.722,1
"SPCS2",0.0241665123470714,0.236641646286008,0.38,0.237,1
"ARL6IP4",0.0246464235988776,0.245534605912168,0.534,0.399,1
"UBE2I",0.0255589070438007,0.253654414035612,0.352,0.239,1
"NDUFA11",0.0284214464068716,0.232473895913147,0.426,0.302,1
"PSMA7",0.0285017523066898,0.23078738450571,0.603,0.416,1
"DYNLL1",0.0291222763477606,0.237148169062364,0.355,0.203,1
"LAPTM5",0.0291223165122679,0.278980241158892,0.813,0.715,1
"SSR4",0.0291276549361562,0.235694788863556,0.645,0.509,1
"PPP1R15A",0.0291872316613736,0.230453587657781,0.495,0.353,1
"MIF",0.0292661935979682,0.227425408386259,0.52,0.41,1
"BIN2",0.0296221986576533,0.225999319412111,0.434,0.305,1
"ATP5B",0.029792760160734,0.223115780306107,0.428,0.294,1
"EIF3G",0.0299132466173398,0.241377735447149,0.648,0.505,1
"SCP2",0.0302916752281901,0.27650590152433,0.322,0.172,1
"MT-CO1",0.030424562686965,0.195047878689786,0.998,0.99,1
"CCNI",0.0327645181002599,0.0478952239589472,0.699,0.643,1
"EEF1A1",0.0331443474421563,0.209478658273553,1,0.988,1
"CD3D",0.035457236489326,0.300503084491655,0.912,0.829,1
"PTGES3",0.035459190741157,0.240812793004786,0.505,0.386,1
"HNRNPM",0.0360529675524376,0.230761087705722,0.364,0.256,1
"UBE2L6",0.0361137085328,0.245830861290094,0.333,0.189,1
"ID2",0.0366203967255157,0.241734998919219,0.31,0.278,1
"COPE",0.0375271371240004,0.222965259322478,0.421,0.309,1
"C1QBP",0.0381779069854451,0.0290284712343188,0.421,0.394,1
"RWDD1",0.0393069693257275,0.246294497787861,0.372,0.251,1
"KIF5B",0.0402825226231359,0.321587808446363,0.236,0.125,1
"ATP5D",0.0409733679873012,0.0230549784197479,0.52,0.452,1
"PSMB10",0.0419594616056039,0.224782887556301,0.38,0.258,1
"ERGIC3",0.0431767757853203,0.00252023169975546,0.261,0.218,1
"TAP1",0.0441522534514225,0.251441893346172,0.306,0.167,1
"COX6A1",0.0449827285009356,0.218668748454703,0.51,0.381,1
"ITGB2",0.0457419845033397,0.217422350574613,0.423,0.29,1
"BTF3",0.0458162789734496,0.101297388268118,0.955,0.894,1
"LCP1",0.0462970841540038,0.231033728546218,0.407,0.271,1
"HCST",0.0468354986753592,0.2430127555823,0.589,0.503,1
"CCT4",0.0484245729215937,0.00900688581825299,0.249,0.227,1
"ANXA2R",0.0496950767765682,0.0167699463077068,0.253,0.234,1
"POLD4",0.0522431726094343,0.0209241798683525,0.276,0.265,1
"IMP3",0.0529925801089329,0.00402455393909773,0.209,0.217,1
"FTL",0.0532974253300116,0.133648192470158,0.992,0.962,1
"TALDO1",0.0565639136986257,0.257923295752817,0.274,0.227,1
"FAIM3",0.0579829322711851,0.0140772249289311,0.237,0.247,1
"COX4I1",0.0583159393992316,0.117717427560885,0.931,0.898,1
"YWHAZ",0.0594669659017305,0.207740626141369,0.478,0.333,1
"APRT",0.0596762457405598,0.248712592151156,0.672,0.546,1
"EDF1",0.0602988968651399,0.241991041534444,0.705,0.596,1
"CD40LG",0.0608742774003501,0.263844983222458,0.281,0.13,1
"DAZAP2",0.0622457600396416,0.0339729558019987,0.34,0.328,1
"DUSP2",0.0624768036263256,0.229509486417228,0.352,0.263,1
"MPHOSPH8",0.0642733896006013,0.0260603507472793,0.247,0.247,1
"ZFP36L1",0.0649730055871656,0.25473125686996,0.279,0.167,1
"TPM3",0.0652913124657303,0.207571187949169,0.508,0.363,1
"COX7A2L",0.0654188658699243,0.213201839030369,0.466,0.399,1
"PDCD6",0.0668001216845259,0.23504023327402,0.316,0.196,1
"LBH",0.0668273980082236,0.00986149396138197,0.214,0.206,1
"RPL17",0.068275465398899,0.186067436854941,0.99,0.964,1
"AHNAK",0.0690104567323551,0.24206531824103,0.308,0.154,1
"MFNG",0.0710788250979428,0.0120164508165153,0.221,0.203,1
"SEC62",0.0727718033127734,0.0225911850364274,0.242,0.232,1
"PRRC2C",0.0733699477795842,0.0102670879322426,0.209,0.195,1
"RARRES3",0.0736194529092284,0.22546635140096,0.646,0.498,1
"UBA52",0.0744107413488578,0.176655096103991,0.997,0.966,1
"ZFAS1",0.075486569038773,0.054847338847488,0.549,0.5,1
"KARS",0.0761622546308218,0.265514471367654,0.279,0.142,1
"PDCD2",0.0793398809776651,0.0139673571866762,0.215,0.205,1
"NHP2",0.0801868014119481,0.0311957584947972,0.268,0.235,1
"CIRBP",0.0803714560703444,0.0847981377896261,0.751,0.722,1
"MT-ND5",0.0804050260404032,0.22350372322268,0.54,0.447,1
"RPL36",0.0812900644660914,0.189213300299328,0.997,0.988,1
"LDHB",0.0828269969146545,0.289138669336859,0.96,0.884,1
"UBE2D2",0.0845099179240868,0.0350971185595925,0.527,0.416,1
"HSPA8",0.0853242425565861,0.262055303803786,0.843,0.737,1
"PRMT1",0.0853302381216359,0.016110582277254,0.204,0.206,1
"CEBPB",0.0860813990119209,0.0136495126433395,0.222,0.196,1
"VAPA",0.0862752385600278,0.0256888147163823,0.343,0.235,1
"PSIP1",0.0869273633693054,0.0339111468907977,0.295,0.242,1
"TOMM20",0.0876954144385464,0.0404116885741865,0.337,0.295,1
"PRR13",0.0884405951335996,0.208948264120884,0.508,0.333,1
"EIF2A",0.0896365247064172,0.00271136263513444,0.187,0.181,1
"CD37",0.0934518641971139,0.232184067705193,0.785,0.662,1
"RALY",0.0942162731765463,0.256258294411119,0.271,0.145,1
"GGNBP2",0.0946714652631922,0.00192715659570158,0.221,0.167,1
"CCNG1",0.0953928139080269,0.017810247076873,0.205,0.205,1
"RPL35",0.0959636801492582,0.200114066849347,0.993,0.986,1
"RPS26",0.0970970170038747,0.161986753194244,0.985,0.956,1
"TOMM7",0.0974149214140613,0.123706493505697,0.884,0.831,1
"ICAM2",0.0983592535918388,0.219157414561249,0.322,0.208,1
"TMEM123",0.100177988087259,0.0611143799210805,0.593,0.532,1
"SUMO2",0.102640947361314,0.219000241285141,0.667,0.553,1
"DNAJB1",0.104961783690227,0.0431402322056694,0.426,0.391,1
"PEBP1",0.106548105135692,0.206788168526613,0.522,0.466,1
"RPS7",0.107035011255523,0.313244403590094,1,0.997,1
"TNFAIP3",0.108518385347499,0.243472139455276,0.278,0.152,1
"STAT3",0.10958965238879,0.0233898788060288,0.214,0.206,1
"SNRPD2",0.110027250670383,0.0736214099397161,0.678,0.623,1
"C1orf162",0.111808274409667,0.0357612051007219,0.273,0.266,1
"PCBP2",0.112561111040982,0.212513399724501,0.557,0.474,1
"CD3E",0.114082686032034,0.251518423786405,0.813,0.706,1
"DENND2D",0.114676244258475,0.0225911850364274,0.224,0.203,1
"NDUFB9",0.114901855307067,0.206481393960648,0.512,0.394,1
"DDT",0.115368000435012,0.0109828768751155,0.184,0.176,1
"CCDC12",0.115783871226186,0.0315467171698967,0.229,0.206,1
"NGFRAP1",0.116057238121662,0.00896653127661079,0.182,0.174,1
"PSMA5",0.117619919939702,0.224134625845146,0.316,0.177,1
"PTMA",0.117882176697244,0.295970635506202,0.998,0.981,1
"ERP29",0.119640827795994,0.22240038235091,0.623,0.509,1
"DUT",0.121805675613892,0.21226863991957,0.342,0.222,1
"HNRNPC",0.12246812525031,0.200674196836819,0.502,0.345,1
"ATP6V1G1",0.122509996933293,0.0721075619338738,0.631,0.59,1
"PRPF38B",0.122834266456572,0.0205151729968173,0.205,0.184,1
"PIM2",0.123047101888143,0.0270429718814859,0.221,0.198,1
"LSM7",0.123505426037045,0.0443174798861996,0.281,0.246,1
"RCAN3",0.125573726986288,0.014813313222497,0.192,0.169,1
"SF1",0.12557490403379,0.0496733668965097,0.359,0.334,1
"PCMT1",0.125825355804184,0.0297485842902158,0.224,0.193,1
"MRPS34",0.126625380138427,0.0205151729968173,0.207,0.179,1
"TAPSAR1",0.126799370409124,0.0383075923222007,0.246,0.225,1
"RPS2",0.126972564430396,0.230212698283343,1,1,1
"CCL5",0.127347529379577,0.0799734071723965,0.274,0.181,1
"ZNF207",0.127881769838276,0.00921038325012838,0.172,0.169,1
"NDUFAF3",0.128231599580073,0.0277434483998388,0.221,0.191,1
"AES",0.128960996626542,0.242313813386717,0.732,0.611,1
"SRP14",0.130025458062261,0.241469786544128,0.835,0.739,1
"MRPL18",0.130779191103213,0.0209086915000646,0.19,0.179,1
"SLC38A1",0.13179179958728,0.00122620629262699,0.158,0.162,1
"PMPCB",0.132224887900573,0.00912863737247427,0.17,0.172,1
"RPL36A",0.132826830537553,0.175915328915301,0.968,0.954,1
"KMT2E",0.133715007881123,0.0477258634172831,0.269,0.256,1
"ARHGEF1",0.135374833161843,0.0462755469842282,0.283,0.268,1
"APBB1IP",0.135556404304487,0.00107749968051826,0.165,0.155,1
